Class,Data
-1,Đóng gói sản phẩm kém cửa hàng phục vụ kém. Giao  không  đúng màu. Nhắn tin cho cửa hàng thì cửa hàng  không  thèm trả lời. Không giao đúng size
1,Chất lượng sản phẩm tuyệt vời cửa hàng phục vụ rất tốt Rất đáng tiền Đóng gói sản phẩm rất đẹp và chắc chắn chủ cửa hàng nhiệt tình - dễ thương. sản phẩm y như hình
-1,Chất lượng sản phẩm kém . tốc độ chậm nhiệt độ cao
1,Sp đúng mô tả giá hợp lý.
1,Chất lượng sản phẩm khá tốt dịu giảm mụn bớt sưng đỏ !
-1,Mình đặt màu vàng mà lại gửi màu trắng vậy
1,Chưa xài thử nhưng mình thích cách cửa hàng phục vụ khách hàng. Thằng vietteo post giao hàng lâu quá lần sau có mua mình sẽ chọn Giao hàng nhanh.
1,đẹp lắm ạ ❤️
-1,Chất mỏng  không  thấm mồ hôi
-1,Đưa nhầm size nt  không  trả lời
-1,Chất lượng sản phẩm kém Không đáng tiền Thời gian giao hàng chậm
-1,Mua doi giay giao doi voi lay 200ngan .dt lai sop không nghe.
1,Cái viên tròn tròn không phải bằng sắt. đóng gói Chắc chắn. Nếu bỏ một thanh ra thì lắp vào rất chắc nhưng mà thật lắc Thật đau
-1,Tấm lót là lưới  không  giống như hình. Tóm lại mọi thứ không giống hình đã đưa
1,Dong goi dep. SP tuong ung voi tien mua
1,Chất lượng sản phẩm tuyệt vời đóng hộp nhỏ nên hơi móp giao hàng nhanh.
1,Hài lòng với giá tiền
1,Đóng gói sản phẩm rất đẹp sp xài tốt sóng mạnh. 🖒🖒🖒
1,Sp đúng như QC giao hàng nhanh theo nhu cầu
1,cửa hàng phục vụ rất tốt chủ cửa hàng nhiệt tình và rất dễ thương. Sẽ ủng hộ cửa hàng tiếp tục
1,Hàng dùng oki nhé trc chơi game tan stock ~80độ lắp vào còn ~60độ ad dễ thương nên ủng hộ nheeeee :>
-1,Tất chống hôi mà đi lại càng mùi hơn
1,Chưa dùng chưa pít chất lượng ra sao nhưng mà mẫu mã rất đa dạng
-1,Đặt giày size 39 giao size 40 làm xước tem để không không nhận ra mang hơi rộng
-1,Order địu baby lab mà gửi sp không giống màu lẫn hãng khách phản ánh thì chối bay biến. Bó tay😡. Nhiều lần đătj niềm tin mua ở shoppe mà lần đầu tiên gặp trường hợp như này. cửa hàng quá kém!! Cứ kiểu làm ăn như này  không  mấy mà mất khách
-1,hàng quá tệ. 28000 mà không sạc đầy máy 2300
1,Khuya mình đặt sáng giao tới luôn. Quá đỉnh. Kcn chất lượng tuyệt vời ! Hàng chuẩn
-1,Bán hàng xong ib hỏi cả tuần cửa hàng  không  trả lời. Thế này cũng  không  hy vọng đc vào chế độ bảo hành của cửa hàng
1,Ốp đẹp lắm ạ cơ mà bị nhầm của e 1 hình
1,Lúc order sản phẩm này thì  không  kỳ vọng lắm. Nhưng lúc nhận được sp thì thấy đáng tiền lắm. Remote tốt. Tripod bằng kim loại mỏng. Nếu dùng thì giữ gìn là vẫn ok.
-1,mới gieo chưa biết ra sao
1,Mua biết bao lần mà lần nào cũng đóng hàng và giao hàng kỹ và nhanh...kẹo lun lun datehàng thái lan mà lun dán thông tin tiếng việtmới ăn rất yên tâmkẹo Halls với kẹo mút...sẽ còn gặp shop...trừ khi cửa hàng hết bán.thanks!
1,Bọc hàng hơi xấukhá ọp ẹp.
1,Thời gian giao hàng nhanh Hàng đúng như trong hình
-1, không  được như mong muốn. Đúng là tiền nào của đấy
1,Đóng gói tốt Ms sd sp được mấy ngày chưa pk hiểu quả hay k. Cho cửa hàng 5* khích lệ nha
-1,Mua bột socola mà cửa hàng giao pudding socola làm mình pha một ly trà sữa đổ bột vô thấy nó đặc quánh lại.
-1,Sản phẩm tốt giống với giới thiệu nhưng giao hàng quá chậm không có phản hồi gì cho khách về việc giao hàng chậm không đúng với thời gian ban đầu
-1,Đồng hồ chạy không được . Uổng tiền
1,Mùi sang thơm lâu 👍🏻
1,Đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng thì dễ thương. Chỉ có rep tn hơi chậm chắc do số lượng tn đông thôi. Thời gian giao hàng rất nhanh
1,Giá rẻ.Chất lượng hàng tốt.Đóng gói cẩn thận.
-1,Mình vừa mở hàng thì thấy bị bể như hình cửa hàng vui lòng đổi lại sp mới giúp mình nhé. Thanks!
1,Lần đầu tiên đeo phải 1 tiếng mình ms đeo được! Thấy nhiều bn bảo đeo cộm nhưng mình lần đầu đeo chẳng thấy cộm gì cả!Mỗi tội  không  biết đeo nhanh thôi!đeo  không  cộm tý nào nếu bn nào đeo đúng chiều nhé! Vì mình đi chụp ảh cưới mà bên trang điểm đeo cho cộm kinh khủng luôn!mua của bn này chả thấy cộm tý nao
1,Thời gian giao hàng rất nhanh. Size 36 mà vẫn bị rộng so với chân m.
1,Giá khá rẻ so với thị trường dây có chữ
-1,hàng lỗi không dùng được
-1,Không đỡ được điện thoại như trong hình ảnh
1,Thời gian giao hàng nhang
-1,Ban giao sai maucho minh roi minh dat mau hong ma ban lay cho minh mau trang
1,Mua hàng nhiều lần rồi lần nào cửa hàng cũng gói kỹ mình vui quá vì  không  bị tràn ra ngoài hí hí. Sp dùng thích lắm nha
1,Dép đẹp mang êm chân lắm ❤️ cửa hàng phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh
1,Hàng đx gói đẹp và rất cản thận
-1,Thất vọng không như mong đợi
1,Giày đep mang êm... hơi bị móp trên mũi giày 1 tý....
-1,không giống như trong hình&quot;!!
1,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn. Sản phẩm thì đẹp nhìn là muốn mua thêm vài chiếc đồng hồ tặng người thân. Có dịp mình sẽ tiếp tục mua vì đồng hồ vừa đẹp mà củng ý nghĩa khi làm món quà cho ai đó.
-1,"Chất lượng sản phẩm rất kém cửa hàng phục vụ rất kém Rất không đáng tiền Dù mua 4 cục pin mới lắp, lắp vào đèn không bật đc, bỏ 99k mua 1 cái gương quá bình thường không có đèn là phí tiền Liên hệ với cửa hàng dù đang trực tuyến cũng không thèm reply, chưa bg cho ng bán nào 1* như cái cửa hàng này VÔ TRÁCH NHIỆM"
1,Chất lượng sp tốt. Núm mềm. Nhưng bạn nhà mình vẫn chỉ nhay nhay mà kiên quyết  không  bú :((
-1,Hộp cơm màu không giống hình. Và cũ. Như hàng đã sử dụng
-1,Rất kémBảo giao đ.hồ màu đen thì lúc nhận lại nhận đc đ.hồ màu trắng 😤😤 Bực mình
1,"Kết nhất khoản bắt wifi khỏe, vào mạng nhanh của sì mát TV bên này"
-1,Đèn dùng 1 ngày là hỏng. Botay
1,Chất lượng sản phẩm tuyệt vời. Nên mua From hơi to 1 xíu
-1,Có rất nhiều hạt bị hư vì thế bị đắng mình rất không hài lòng với sản phẩm này
-1,không như mong đợi bật 200°c với 20p mà đậu không giòn j cả chỉ hơi vàng tí không biết pải hàng đểu hay như nào cho 1* thôi
1,Đóng gói cẩn thận. Sản phẩm chất lượng đúng mô tả. Mình sẽ ủng hộ cửa hàng
-1,Đã nhận được hàng đâu mà đánh giá khách hàng tuyệt vời 😠😠😠 Guể?????
-1,Chất lượng sản phẩm rất kém: hàng giao bị trầy bị lỗi mà nhắn tin cho cửa hàng thì không reply gì hết.
-1,kiếm cái logo táo dán lên mặt sau nữa là y chang luôn !
1,Sản phẩm ngọt vừa hơi cứng nhưng ngậm là tan nhanh ngay. Nói chung rất tốt cửa hàng cũng rất chu đáo có thư cảm ơn nữa 😊😊
-1,giao hàng lâu. cửa hàng tư vẫn không nhiệt tình
-1,Mình mua màu #1 first red đỏ thuần mà đánh ra màu hồng tím cực quê :) không biết là mới đầu son không rõ màu hay gì nhưng cực kì thất vọng :) đây không phải lần đầu mua son của tiki nhưng chưa bao giờ thất vọng như bây giờ
1,"mình dùng được 2 lần rồi, xài cũng ok, đắp xong thấy da thoáng và mịn hơn, chưa thấy công dụng đẩy mụn như quảng cáo. khuyết điểm: mặt nạ khó rửa trôi mặc dù mình rửa lại bằng nước ấm nhưng mặt vẫn dính lại màu xanh nhẹ"
1,Hàng rất tốt ~~ giao hàng chưa đầy 2 ngày ~~ cảm ơn cửa hàng
1,Hsd mới trừ 1 hộp nằm ngay góc bị móp méo thì mọi thứ đều tốt.
1,Album siêu xinh luôn ạ!! Ảnh cx đẹp nữa. Siêu xinh luôn cửa hàng ạ. Sẽ ủng hộ cửa hàng dài dài❤️❤️❤️
1,Cũng dc.nhưng không biết có bền không
-1,Mua 7c gửi bị trục trặc 1c. Hỏi cửa hàng thì kiu e chịu phí gửi lên nha rui cửa hàng đổi lại. Làm j ki zay. Đang tính mua thêm 10c mà làm ăn kiểu này thì chẳng dám mua. 1c có bao nhiu tiền đâu coi như tui thí lun đó
1,Dong goi sp rat tot
1,Đồng hồ đẹp lắm ah đúng như hình . cửa hàng tư vấn nhiệt tình vui vẻ và giao hàng siêu nhanh luôn ^^ . Cảm ơn cửa hàng rất nhiều .
-1,"Nhanh trôi quá, thời gian với đóng gói oke Nhưng ib cửa hàng thì cửa hàng không trả lời Mặc dù mua hàng 78 lần nhưng cửa hàng vẫn  không  tặng quà gì"
1,Đóng gói sản phẩm rất đẹp và chắc chắn.chất lượng dang chờ mưa thử !. Vẫn cho 5sao
-1,không thích phím chức năng nằm trong màn hình của sony
1,Rất hài lòng 😍
1,Chất lượng sản phẩm tuyệt vờisp y hình
1,cửa hàng phục vụ rất tốt. Đặt sim 11 số cửa hàng tặng luôn 10 số
-1,dùng được 1 thời gian bị lỏng xạc lúc vào lúc không
-1,Nến có mùi rất khó chịu Đóng gói sản phẩm rất đẹp và chắc chắn
-1,Giày bị rách một chỗ và lấy chỉ khâu tạm bợ
-1,Chất lượng kém bị rách quay khi nhận hàng Chất lượng sản phẩm rất kém
1,Rất đáng tiền Chất lượng sản phẩm tuyệt vời 😚 . Bỉm mềm mỏng . cảm ơn cửa hàng 😉😉😉😉😉😉😉😉.
-1,Chất lượng kém quá. Mới sử dụng được 2 tuần đã hư rồi.
1,Tôi rất thích thiết kế của Sony. Nhưng tôi thích 1 mẫu nhỏ gọn để thay thế khi Z3 compact già cỗi chứ không quan tâm cái viền màn hình siêu mỏng.
1,Hàng đẹp vừa giá tiền nhưng  không  biết bên trong gối là hạt gì vậy cửa hàng
1,Đóng gói sản phẩm rất đẹp và chắc chắn. cửa hàng phục vụ rất tốt. Thời gian giao hàng rất nhanh. Mượt tóc  không  bị bết mùi bưởi thơm nhẹ nên lưu hương  không  lâu
1,Bán hàng như lừa gat. Hàng hư nt cho cửa hàng không thấy trả lời.
1,Chất lượng sản phẩm không thể so với thương hiệu lớn. Nhưng xét về giá thì quá tốt. không hài lòng 1 điều là tã quần tặng kèm phải có size bằng với size khách hàng mua hàng tặng quá nhỏ không xài được cũng như không
-1,Như lozz éo cài win10 mà cg tăng tiền Chất lượng sản phẩm rất kém
-1,Nước hoa hương ban mai thì mình thấy mùi hương không hợp với mình nên mình ít dùng nó. Và mỗi lần dùng nước ra nhiều.. nói chung mình không thích lắm.
-1,Bi tray
1,Táo rất ngon gói hàng cẩn thận cảm ơn Shop.
1,chim ưng.. cảm ơn you shop. 😙
1,Đặt toner lại gửi nhầm kem đánh răng khổ!!!
-1,Hàng vận chuyển hỏng
-1,Chất lượng sản phẩm rất kém chân đi size 38 nhưng đã cố tình mua size 39 để đi tập thể dục cho thoải mái ai ngỡ cái shops này gửi cho đôi giày chắc cỡ 35 😏 và dán 2 miếng giấy nhỏ số 39 dưới đế giày ấn vào hoàn trả và hoàn tiền nhưng làm hoài kiểu như bị chặn ấy. 150k+ 42k . Khốn nạn
-1,Chất lượng sản phẩm rất kém. Dán không dính. Miếng dÁn cắt ngược. không giống hình.
1,Thời gian giao hàng rất nhanh Sao không có bao bì thế cửa hàng
1,Hình dán rất cute
-1,Nhựa kém. Hàng lúc giao đã bị gãy nhẹ rồi. Kô biết cửa hàng có check hàng trước khi gửi không ? Lúc gắn vào thì chân giữ không vừa ốc phải đi mài rộng. Nhựa bóp nhẹ đã gãy. Nt phản hồi thì không thấy nói gì. Tóm lại hàng quá tệ. Khuyên mn đi mua ngoài do tự mình chọn hàng
-1,Hình thì giống như trên Website. Đúng ra nút Mode phải là nút Torch. Nút có dấu hiệu Power mới là nút Mode. Hảng Michelin danh tiếng của Pháp lại cẩu thả đến vậy sao? Đồng hồ đo lúc được lúc không.. Tiki thử kiểm tra lại thử coi.
1,Dùng rất mát mềm da. Hiệu quả tức thì. Mình đặc biệt dùng gel này để chuốt lên lông mi và lông mày để làm dày và dài. Ngoài ra còn dùng để bôi lên vùng da bị khô nữa. Lần sau hết lại mua của cửa hàng tiếp :>
-1,hang  không  giong
1, không  đáng tiền.k giong hình
-1,cửa hàng phục vụ rất kém Khách ib đặt hàng chọn màu tốt rồi mà vẫn giao sai hết màu khách chọn.
-1,"Thời buổi này còn coi chụp ảnh và nghe nhạc là thế mạnh của Sony? Tôi dùng vài đời Sony và đã quá thất vọng, sau đó chuyển sang LG, Samsung đều thấy hơn hẳn Sony"
1,Tuyệt vời ông mặt zời !!!! Dễ sử dụng đơn giản không loằng ngoằng dây zợ !!! Wifi căng đét
1,Quá đẹp😍
1,chủ cửa hàng vui tính nhiệt tình sp tốt không chê điều gì
-1,Mua 2 dây đều bị hư đầu cắm :((Hoạt động là không rep để đổi hàng hư :((
1,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền chủ cửa hàng nhiet tinh tu van ky rat de chiu. Chúc cửa hàng 1 năm làm ăn phát đạt
-1,Chất lượng sản phẩm rất kém.khăn xô nhưng chất lại không fai vải xô mà là cotton
-1,Phúc và nỗi những câu chuyện cậu ý mang đến thật buồn. Nhưng với tôi. Có lẽ cuốn sách truyện này không phù hợp. Nó mang cái gì đó mà quá là thoáng. Tôi nghĩ la vậy. Thoáng trong tình yêu. Thoáng trong sex. Và thoáng trong các mối quan hệ nam nữ. Nam nam. Phúc. Nỗi buồn của cậu trong câu chuyện mang đến cho tôi một hơi hướng khác. Nhưng tôi không thích một vài mẩu truyện trong cuốn sách này. Như cuộc tình của chàng hoạ si và cô ca sĩ. Nó đang rất đẹp cho đến khi cuộc sống của họ đảo lộn. Chàng hoạ sĩ đã từng yêu một cô gái. Nhưng rồi cậu ta chọn yêu một chàng trai ngay sau khi cô gái chia tay. Tôi không hiểu nổi. Tuy nhiên có những câu chuyện của cậu ấy lại rất đi vào lòng ngừoi. Vào chính nỗi buồn. Mong rằng phúc sẽ ra những cuốn sách hay hơn. Và tôi vẫn se ủng hộ sản phẩm tiếp theo của cậu ý.
